Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512562124797	25.97	7697.67	1.5	7697.24	2.16564	7698	1.87083	7697.08	2.17792	7697.23	3.40494
1512562125885	25.98	7698.33	1.87083	7698.12	2.16641	7698.54	2.29548	7697.88	2.26053	7697.83	3.23449
1512562126938	25.98	7698.67	1.87083	7697.68	2.68825	7698.62	2.18092	7697.68	2.68825	7696.19	3.52911
1512562127986	25.99	7696.44	1.81046	7695.96	2.57358	7696.46	1.89804	7695.8	2.59808	7695.86	3.73972
1512562129076	25.99	7696.11	1.69148	7695.88	2.31517	7696.31	1.93152	7695.72	2.31876	7695.12	3.49033
1512562130127	25.99	7695.67	1.58114	7695.4	1.82574	7695.77	1.69085	7695.08	1.93477	7694.69	3.28583
1512562131172	25.99	7696.22	2.16667	7696.16	2.65644	7696.77	2.61896	7695.96	2.74591	7695.25	3.50339
1512562132200	26	7696.56	2.12786	7696.04	2.4235	7696.62	2.18092	7695.72	2.55799	7695.06	3.44024
1512562133225	25.99	7696.78	2.48886	7695.56	2.88791	7696.69	2.3939	7695.64	2.95635	7695.13	3.54859
1512562134337	26	7695.44	2.35112	7694.6	2.38048	7695.54	2.3315	7694.64	2.498	7694.81	3.58811
1512562135370	26.02	7695.78	1.64148	7694.96	1.79072	7695.85	1.51911	7695	1.95789	7694.71	3.32271
1512562136386	26.02	7696	2.17945	7694.8	2.66145	7695.85	2.30384	7694.72	2.74651	7693.83	3.45609
1512562137458	26.02	7696.22	1.92209	7695.16	2.68763	7696.08	2.66025	7695.16	2.82371	7694.97	3.53097
1512562138473	26.03	7695.33	1.5	7694.48	2.21961	7695.31	1.93152	7694.4	2.41523	7693.69	3.22857
1512562139570	26.03	7696	2.06155	7694.4	2.78388	7695.62	1.98068	7694.48	2.77068	7693.7	3.54037
1512562140599	26.04	7695.44	2.24227	7694.16	2.60896	7695.08	2.28989	7694.08	2.70678	7693.6	3.57675
1512562141628	26.03	7694.11	1.83333	7693.68	2.86822	7694	2.19848	7693.32	2.98217	7693.68	3.57051
1512562142641	26.04	7694	2.29129	7693.24	2.61852	7693.85	2.23033	7693.12	2.57099	7693.12	3.37964
1512562143665	26.05	7693.33	2.34521	7692.84	2.88213	7693.46	2.29548	7692.72	2.83608	7692.56	3.27996
1512562144803	26.04	7693.22	2.33333	7693.36	2.61215	7693.69	2.52932	7693.48	2.4	7693.13	3.37404
1512562145854	26.03	7696.44	2.18581	7696	2.90115	7696.38	2.63117	7695.56	2.8589	7694.55	3.53971
1512562146899	26.04	7696.33	2.34521	7695.48	2.4173	7696.31	2.6263	7695.24	2.60256	7694.03	3.43911
1512562147905	26.04	7695.11	1.36423	7694.52	2.0025	7695.38	1.75777	7694.4	2.08167	7693.25	3.32491
1512562148911	26.05	7695.56	1.94365	7695.28	1.92614	7695.54	1.8081	7694.8	2.02073	7693.84	3.07149
1512562149948	26.04	7695.78	1.98606	7695.12	2.36854	7695.85	2.0755	7695	2.29129	7693.84	3.31978
1512562151021	26.03	7695.56	1.74005	7696.04	2.07123	7695.85	1.90815	7695.84	2.26716	7695.1	3.50292
1512562152034	26.03	7697.22	1.71594	7696.32	2.11581	7696.92	1.89128	7695.96	2.3	7696.01	3.44223
1512562153138	26.03	7697.89	1.61589	7696.52	2.45153	7697.23	2.12736	7696.28	2.38956	7695.1	3.48055
1512562154164	26.04	7697.33	1.5	7696	2.38048	7696.69	2.09701	7695.92	2.46509	7695.2	3.43171
1512562155287	26.04	7697.89	2.20479	7696.44	2.70924	7697.31	2.56205	7696.36	2.72152	7695.57	3.13856
1512562156375	26.04	7696.33	1.65831	7695.76	2.16564	7696.46	1.89804	7695.64	2.23383	7695.24	3.46076
1512562157543	26.03	7697.22	1.56347	7696.44	1.87261	7697.15	1.62512	7696.12	2.06801	7695.54	3.23866
1512562158618	26.04	7697.22	1.20185	7696.84	1.88591	7697.54	1.8081	7696.48	2.10396	7695.72	3.22821
1512562159633	26.03	7695.89	1.05409	7695.04	2.0306	7695.92	1.60528	7694.96	2.22636	7694.32	3.25647
1512562160660	26.05	7696	1.73205	7696	2.62996	7696.46	2.43637	7695.88	2.68204	7695.49	3.39595
1512562161732	26.04	7696.44	1.50923	7696.2	2.02073	7696.46	2.06621	7695.96	1.94679	7695.53	3.31513
1512562162759	26.03	7697	1.58114	7696.12	2.1276	7696.77	1.83275	7696.12	1.9	7695.07	3.26837
1512562163781	26.04	7696.78	1.30171	7696.92	2.30796	7697	1.73205	7696.6	2.21736	7696.13	3.40936
1512562164876	26.03	7697	2	7697.2	2.46644	7696.92	2.49872	7696.96	2.80595	7697.03	3.61839
1512562165903	26.04	7696.67	1.58114	7696.56	2.08327	7696.77	1.87767	7696.28	2.22711	7696.13	3.24719
1512562166917	26.05	7697.78	1.92209	7697.24	2.43721	7697.92	1.801	7697.08	2.44813	7695.94	3.34818
