Timetstamp	FPA	C9	Sigma	C25	Sigma	D13	Sigma	D25	Sigma	R8	Sigma
1512482313839	25.53	7933.11	4.67559	7931.88	6.15982	7932.77	4.58537	7932.6	5.67891	7933.92	12.1015
1512482314841	25.53	7933.67	4.94975	7932.36	6.23752	7932.85	5.28908	7932.92	5.68565	7934.72	11.861
1512482315869	25.53	7932.89	5.34894	7931.52	6.50718	7931.85	5.63983	7931.8	6.245	7933.6	11.9461
1512482316912	25.53	7932.56	5.57026	7931.4	6.87992	7931.92	6.11639	7931.68	6.60631	7933.35	12.0416
1512482318065	25.52	7932.78	5.04425	7931.52	6.48151	7931.85	5.62504	7931.96	6.30132	7934.45	12.0571
1512482319083	25.53	7932.56	5.19882	7931.2	6.67708	7931.54	5.66591	7931.68	6.56836	7933.44	12.1444
1512482320111	25.53	7932.89	5.03598	7931.04	6.50948	7931.69	5.48307	7931.4	6.30476	7933.52	12.1955
1512482321121	25.52	7932.33	5.89491	7930.88	6.79043	7931.31	6.14254	7931.16	6.53631	7933.21	12.0909
1512482322151	25.53	7932.78	5.42627	7931.44	6.19866	7931.92	5.49942	7931.88	6.30687	7933.91	12.0769
1512482323230	25.53	7932.67	5.56776	7931.16	6.28941	7931.85	5.84303	7931.56	6.1852	7934.27	12.0421
1512482324241	25.52	7934.56	5.0277	7933.52	5.93801	7933.85	5.55047	7934	5.94418	7935.79	11.863
1512482325309	25.52	7936.11	4.75511	7934.2	6.35085	7934.92	5.5896	7934.72	6.18816	7936.48	12.0343
1512482326415	25.51	7937.22	5.86894	7935.08	6.85517	7936.23	6.24705	7935.64	6.64505	7936.86	11.8368
1512482327427	25.52	7934.78	5.65194	7932.84	6.63752	7933.69	5.99145	7933.32	6.39479	7935.4	12.0022
1512482328448	25.52	7935	5.54527	7933.16	6.42054	7933.77	5.98824	7933.84	6.20269	7935.43	11.8838
1512482329477	25.52	7933.44	5.29413	7932.28	5.91974	7932.38	5.70874	7932.48	6.063	7935.09	11.966
1512482330503	25.52	7933.44	5.47976	7932.12	6.18008	7932.62	5.78127	7932.52	6.31876	7935.04	12.0972
1512482331563	25.51	7933.78	5.06897	7932.88	6.32007	7933.46	5.57697	7933.24	6.0641	7935.44	11.925
1512482332619	25.51	7935	5.59017	7932.88	6.33982	7934.08	5.693	7933.4	5.98609	7935.31	11.921
1512482333661	25.51	7937	5.14782	7934.56	6.64003	7935.54	5.70987	7935.24	6.29338	7936.65	11.9129
1512482334672	25.51	7934.89	5.27836	7932.76	6.39844	7933.77	5.59991	7933.36	6.1161	7934.48	11.9002
1512482335708	25.51	7934.11	4.91031	7932.92	5.68565	7933.31	5.42194	7933.48	6.00777	7935.59	11.6897
1512482336752	25.51	7936.67	5.45436	7934.68	6.4982	7935.85	5.71323	7935.4	6.12372	7936.33	11.8705
1512482337775	25.52	7935.44	4.69338	7933.76	6.26684	7934.54	5.26965	7934.44	5.96574	7935.75	11.9867
1512482338783	25.51	7934	4.74342	7932.48	6.17873	7933.08	5.37683	7932.96	5.93352	7934.92	12.0646
1512482339825	25.51	7933.89	5.34894	7932.96	6.06548	7933.23	5.77572	7933.56	6.15142	7935.41	11.9771
1512482340855	25.51	7934.56	5.27046	7933.2	6.27827	7933.77	5.64438	7933.92	5.88727	7935.54	12.0173
1512482341933	25.52	7935	5.54527	7933.08	6.32403	7933.69	6.1017	7933.68	6.22308	7935.63	12.1014
1512482343015	25.51	7935	5.26783	7933.16	6.63124	7934.15	5.47488	7933.92	6.38957	7935.76	11.9603
1512482344065	25.52	7936	5.14782	7934.12	6.48922	7935.23	5.70313	7934.84	6.34875	7936.08	11.9425
1512482345170	25.53	7933.33	5.65685	7932.28	6.50333	7932.62	5.92366	7932.76	6.31981	7934.38	11.8245
1512482346216	25.51	7933.56	5.17472	7932.68	6.51102	7932.77	5.61477	7933.24	6.34613	7934.8	12.3337
1512482347223	25.51	7934.78	5.51765	7933.64	6.23084	7934.23	6.04364	7934.24	6.54013	7935.55	12.0285
1512482348260	25.52	7935.44	5.0277	7933.6	6.19139	7934.38	5.66478	7934.2	6.08961	7935.84	12.0239
1512482349288	25.51	7935.44	5.87603	7933.48	6.86246	7934.38	6.23884	7934.24	6.45678	7935.15	12.0528
1512482350300	25.51	7935.78	4.05518	7933.88	5.49485	7934.77	4.4376	7934.32	4.97259	7935.32	11.7761
1512482351325	25.51	7935.56	5.12619	7934.2	6.10328	7934.62	5.54585	7934.84	6.19597	7936.19	12.0121
1512482352351	25.51	7935.22	4.63081	7934.12	6.60379	7934.23	5.58501	7934.64	6.20403	7935.64	11.9292
1512482353376	25.52	7933	4.66369	7932.16	6.58078	7932.23	5.44906	7932.84	6.28278	7934.38	11.9429
1512482354402	25.51	7931.78	4.76387	7930.88	6.15305	7931	5.18009	7931.68	5.85036	7934.4	11.9064
1512482355440	25.51	7933.33	5.09902	7932	5.78792	7932.54	5.31688	7932.56	5.56836	7934.67	11.9518
1512482356453	25.51	7931.78	4.94413	7930.92	6.22441	7931.15	5.3205	7931.44	6.12427	7933.67	12.0136
1512482357528	25.51	7933	5.09902	7931.76	6.01581	7932.69	5.13784	7932.6	6.04842	7934.38	12.1002
1512482358552	25.51	7931.56	5.10174	7930.88	6.46993	7931.23	5.71772	7931.64	6.33693	7934.37	12.2994
1512482359644	25.51	7931.89	5.73246	7931.04	6.15413	7931.31	5.82215	7931.52	5.95903	7934.18	12.0787
1512482360670	25.51	7934.33	5.3619	7932.96	6.0586	7933.54	5.31688	7933.52	5.54617	7934.87	11.9416
1512482361680	25.5	7933.89	5.23078	7932.48	6.1041	7933	5.44671	7933.12	5.86174	7934.81	11.811
1512482362707	25.51	7935	5.72276	7933.16	6.48511	7934.08	6.04789	7933.92	6.38957	7935.67	11.961
1512482363734	25.51	7934.89	4.88478	7933.08	6.15711	7933.92	5.46903	7933.76	6.02965	7935.81	12.1294
1512482364787	25.51	7933.56	4.55826	7932.44	5.88841	7933.08	4.95751	7933.08	5.68565	7935.24	11.9524
1512482365829	25.52	7933	5.26783	7931.96	6.85249	7932.46	5.65119	7932.56	6.55159	7934.77	12.023
1512482366860	25.51	7934.33	4.63681	7933.52	5.90988	7934.31	5.15404	7934.12	5.48726	7936.05	11.867
1512482367947	25.52	7932.67	4.24264	7932.24	5.86856	7932.85	4.59794	7932.64	5.52932	7934.85	11.9164
1512482369036	25.52	7933.67	5.31507	7932.64	6.44127	7933.15	5.14532	7932.88	6.04373	7935.35	11.97
1512482370112	25.51	7932.78	4.14662	7931.88	5.92537	7932.38	4.71767	7932.4	5.64948	7934.82	11.9771
1512482371300	25.52	7932.56	4.09607	7931.8	5.88076	7932.15	4.7231	7932.32	5.58808	7934.7	11.9182
1512482372326	25.51	7932.56	4.09607	7931.8	5.88076	7932.15	4.7231	7932.32	5.58808	7934.7	11.9182
1512482375162	25.16	8323.33	7659.43	7101.16	6920.97	6264.92	7218.55	6208.76	6930.78	7203.38	7435.99
1512482376166	25.22	7983.56	16.2874	7987.2	16.2891	7983.46	16.3891	7984	16.3299	7980.63	40.0048
1512482377170	25.27	7974.33	12.8744	7975.56	12.319	7973.46	12.9268	7973.52	12.5403	7973.4	17.728
1512482378291	25.29	7968.44	9.65804	7969	10.583	7967.54	10.5326	7967.68	10.5819	7968.16	15.1148
1512482379360	25.31	7964.33	7.29726	7963.44	8.08332	7963.08	8.6068	7962.96	8.23853	7963.63	12.8482
1512482380397	25.34	7958.89	5.23078	7958.04	7.3964	7958.46	7.09008	7958.08	6.9217	7959.77	12.3174
1512482381422	25.36	7954.22	4.96935	7953.12	6.75968	7953.15	6.0394	7953.2	6.245	7956.38	12.1958
1512482382435	25.38	7950.89	4.98609	7949.76	6.34613	7949.85	6.05318	7949.6	6.245	7952.02	12.0225
1512482383471	25.38	7948.89	5.18277	7947.88	6.33982	7948.08	6.21103	7947.76	6.35269	7950.18	11.7979
1512482384472	25.39	7947.56	5.00278	7946.88	6.46349	7946.85	5.84303	7947	6.51281	7949.61	11.9111
1512482385539	25.4	7946.78	4.63081	7945.84	6.08742	7946.38	4.97558	7946.28	6.16793	7948.8	11.9061
1512482386586	25.41	7945.44	4.97773	7944.24	6.18654	7944.85	5.75682	7944.68	6.40781	7947.22	11.7209
1512482387663	25.41	7944.22	4.68449	7943.24	6.25353	7943.46	5.562	7943.44	6.29868	7946.22	11.8275
1512482388719	25.41	7943.11	4.53995	7941.52	5.93801	7942.46	4.99359	7942.2	6.08276	7944.84	11.7804
1512482389742	25.42	7943.89	4.45658	7942.44	6.37756	7943.08	5.00769	7943.08	6.25113	7945.79	11.7709
1512482390746	25.42	7947.22	4.63081	7943.92	7.14679	7945.77	5.62959	7944.68	6.55566	7945.52	11.8647
1512482391826	25.42	7943.44	4.66667	7941.92	6.38305	7942.62	5.2367	7942.44	6.19866	7944.81	11.7051
1512482392854	25.43	7942.11	4.70225	7940.04	6.06548	7941.31	5.29756	7940.76	5.94615	7943.08	11.7093
1512482393866	25.43	7939.78	4.54911	7939.04	6.38018	7939.46	5.15777	7939.48	6.0147	7942.72	11.8319
1512482394871	25.44	7938.78	4.60374	7937.96	6.43869	7938.46	5.30119	7938.44	6.16495	7941.09	11.8567
1512482395896	25.44	7938.89	5.03598	7937.56	6.29206	7938.46	5.547	7938.08	6.25113	7940.4	11.8722
1512482396910	25.45	7938.11	5.23078	7936.44	6.5261	7937.62	5.90958	7937.2	6.53835	7939.58	11.8973
1512482397935	25.45	7938	5.33854	7936	7.15891	7937	6.23164	7936.68	6.85395	7939.45	11.912
1512482398945	25.47	7937.33	4.7697	7934.96	6.50948	7936	5.71548	7935.64	6.49282	7938.14	11.7352
1512482400033	25.47	7937	4.71699	7935.24	6.49538	7935.85	5.69863	7935.84	6.54905	7937.96	11.6487
1512482401046	25.47	7934.11	4.96096	7933.6	6.54472	7933.62	6.14462	7934.12	6.9	7937.28	11.7573
1512482402196	25.47	7935.11	4.72875	7934.24	6.11882	7934.54	5.15777	7934.72	5.77004	7937.68	11.7964
1512482403257	25.47	7935.11	4.70225	7933.8	6.29153	7934.54	5.31688	7934.56	6.31849	7936.73	11.7597
1512482404348	25.47	7934.56	4.58561	7933.2	6	7933.85	5.08013	7933.88	5.81177	7936.21	11.6694
1512482405394	25.47	7934.33	4.3589	7933.04	6.20134	7933.46	5.15777	7933.64	6.17711	7936.03	11.9717
1512482406483	25.47	7934	4.92443	7933.2	6.1101	7933.46	5.0599	7933.72	5.91974	7936.13	12.0169
1512482407509	25.48	7934.33	4.82183	7933.44	6.04897	7933.85	4.84503	7933.92	5.7076	7936.17	11.9532
1512482408551	25.47	7935.22	4.89331	7934.28	5.9338	7934.85	5.04721	7934.96	5.94054	7937.07	11.9653
1512482409609	25.48	7935.33	4.74342	7934.04	6.41275	7934.46	5.45612	7934.52	6.30555	7936.28	11.8426
1512482410683	25.49	7934.78	4.84195	7933.84	6.2094	7934.23	5.55509	7934.16	6.15549	7936.23	11.9739
1512482411770	25.48	7935.22	5.49495	7933.6	6.42262	7934.54	5.89654	7933.92	5.9925	7935.44	11.7919
1512482412796	25.49	7936.44	5.29413	7935.08	6.60126	7936.23	5.71772	7935.64	6.3435	7936.63	11.8289
1512482413874	25.48	7934	4.69042	7933.36	6.23084	7934.08	5.23548	7933.76	6.07783	7935.95	11.7946
1512482414904	25.48	7935.11	4.91031	7934.12	6.20699	7934.77	5.08517	7934.6	5.89491	7936.5	11.8
1512482415941	25.49	7933.78	5.11805	7932.36	6.14329	7933.23	5.16646	7933.16	5.8643	7935.72	11.9436
1512482417086	25.48	7934.78	4.86769	7933.44	6.20537	7933.92	5.64892	7934	6.10328	7935.82	11.9658
1512482418115	25.49	7933.11	5.92546	7931.84	6.49153	7932.38	6.14462	7932.32	6.38174	7934.67	11.9566
1512482419177	25.49	7934	5.56776	7933	6.6458	7933.46	5.89654	7933.32	6.43377	7935.25	11.827
1512482420271	25.49	7933.78	5.01941	7932.36	6.1161	7933.15	5.65459	7932.92	6.13677	7935.58	11.8077
1512482421281	25.49	7933	5.33854	7931.8	6.15765	7932.31	5.64778	7932.28	6.23512	7934.61	11.7553
